Customer ID,Quantity,SalesAmount,SalesAmountDecile,SalesAmountBanded,Number_Invoices,Number_Invoices Dates,InvoiceDatemin,InvoiceDatemax
13120.0,12,30.599999999999998,10,0-500,1,1,2011-04-15 10:19:00,2011-04-15 10:19:00
13121.0,227,254.7299999999999,9,0-500,2,2,2011-03-15 16:47:00,2011-03-15 16:51:00
13122.0,585,922.3900000000002,5,501-1000,2,2,2011-04-13 14:12:00,2011-09-06 15:53:00
13123.0,268,506.74999999999994,7,501-1000,2,2,2010-06-28 12:43:00,2010-08-24 10:18:00
13124.0,2783,4782.449999999995,2,"1,001-5,000",4,4,2010-11-19 15:50:00,2011-09-11 12:45:00
13125.0,54,158.57,9,0-500,1,1,2010-07-04 11:58:00,2010-07-04 11:58:00
13126.0,3381,3902.4699999999984,2,"1,001-5,000",19,19,2010-03-02 12:24:00,2011-12-05 10:00:00
13127.0,127,259.16999999999996,9,0-500,1,1,2011-09-23 10:26:00,2011-09-23 10:26:00
13128.0,31,263.5,8,0-500,1,1,2010-03-18 15:08:00,2010-03-18 15:08:00
13129.0,296,233.25,9,0-500,2,2,2010-06-28 11:54:00,2010-09-13 13:47:00
13130.0,32,64.0,10,0-500,1,1,2011-09-06 15:30:00,2011-09-06 15:30:00
13131.0,1519,3279.7699999999995,2,"1,001-5,000",8,8,2010-02-09 09:47:00,2011-11-16 13:21:00
13132.0,20,77.3,10,0-500,1,1,2011-03-23 12:44:00,2011-03-23 12:44:00
13133.0,55,200.45,9,0-500,3,3,2010-09-06 15:30:00,2011-03-11 10:31:00
13134.0,1349,2422.2799999999997,3,"1,001-5,000",9,9,2010-10-19 13:21:00,2011-09-28 09:22:00
13135.0,4423,3371.45,2,"1,001-5,000",2,2,2010-08-05 17:28:00,2011-05-27 10:52:00
13136.0,2754,5530.360000000001,1,"5,000-10,000",22,22,2010-01-07 17:19:00,2011-10-20 19:13:00
13137.0,4293,7667.369999999968,1,"5,000-10,000",17,17,2010-07-25 15:40:00,2011-11-29 12:09:00
13138.0,717,1454.49,4,"1,001-5,000",8,8,2010-11-08 11:45:00,2011-11-17 16:51:00
13139.0,4607,8193.83,1,"5,000-10,000",9,9,2010-09-28 09:12:00,2011-11-23 13:54:00
13140.0,648,1215.6800000000003,4,"1,001-5,000",5,5,2010-08-05 19:05:00,2011-08-23 15:33:00
13141.0,5013,7192.079999999993,1,"5,000-10,000",19,19,2010-01-25 13:46:00,2011-09-16 09:54:00
13142.0,258,307.0899999999999,8,0-500,1,1,2011-11-20 16:07:00,2011-11-20 16:07:00
13143.0,196,399.20000000000005,7,0-500,2,2,2010-05-04 12:22:00,2010-05-06 16:34:00
13144.0,29,135.35,10,0-500,2,2,2010-10-04 14:14:00,2011-01-11 11:15:00
13145.0,263,1419.77,4,"1,001-5,000",8,8,2010-04-19 11:11:00,2011-10-31 12:45:00
13146.0,154,228.91,9,0-500,1,1,2011-11-13 15:29:00,2011-11-13 15:29:00
13147.0,144,712.8000000000001,6,501-1000,4,4,2011-09-01 12:28:00,2011-11-29 13:59:00
13148.0,4290,7792.199999999985,1,"5,000-10,000",35,35,2010-01-21 12:45:00,2011-11-10 15:23:00
13149.0,1280,1676.0599999999997,4,"1,001-5,000",4,4,2011-02-23 13:57:00,2011-11-25 13:09:00
13150.0,170,435.0199999999999,7,0-500,4,4,2010-03-19 09:03:00,2010-08-26 10:15:00
13151.0,825,2511.690000000003,3,"1,001-5,000",5,5,2010-03-22 09:40:00,2011-05-20 12:55:00
13152.0,969,2114.9800000000005,3,"1,001-5,000",9,9,2010-01-14 10:01:00,2010-10-18 13:44:00
13153.0,418,486.22,7,0-500,1,1,2011-12-04 12:14:00,2011-12-04 12:14:00
13154.0,820,660.3300000000003,6,501-1000,4,4,2010-07-20 13:17:00,2011-07-18 15:21:00
13155.0,909,1750.1800000000007,3,"1,001-5,000",6,6,2010-08-05 09:30:00,2011-11-06 15:41:00
13156.0,914,1586.540000000001,4,"1,001-5,000",3,3,2010-02-01 13:45:00,2010-11-19 13:09:00
13157.0,4753,5667.71,1,"5,000-10,000",10,10,2010-03-08 11:59:00,2011-10-21 13:50:00
13158.0,992,1508.1800000000005,4,"1,001-5,000",5,5,2010-11-16 17:12:00,2011-09-06 11:58:00
13159.0,1045,1379.7500000000007,4,"1,001-5,000",5,5,2011-08-16 11:44:00,2011-12-01 11:20:00
13160.0,56,91.8,10,0-500,1,1,2011-11-17 13:07:00,2011-11-17 13:07:00
13161.0,106,478.88,7,0-500,2,2,2010-07-27 12:44:00,2011-01-30 14:03:00
13162.0,5139,7531.329999999997,1,"5,000-10,000",17,17,2010-01-11 10:08:00,2011-08-09 15:59:00
13163.0,0,1.7763568394002505e-15,10,0-500,2,2,2010-02-21 16:22:00,2010-04-08 16:21:00
13164.0,114,297.46,8,0-500,3,3,2010-02-10 11:52:00,2010-05-19 13:52:00
13165.0,1736,1451.1600000000005,4,"1,001-5,000",3,3,2010-10-22 17:04:00,2011-10-24 15:05:00
13166.0,525,881.6800000000001,5,501-1000,3,3,2010-10-21 14:29:00,2011-03-02 14:28:00
13167.0,1007,1125.1499999999999,5,"1,001-5,000",5,5,2010-11-14 12:58:00,2011-11-21 12:24:00
13168.0,910,1866.2600000000007,3,"1,001-5,000",6,6,2010-06-15 15:00:00,2011-11-03 12:56:00
13169.0,296,840.08,5,501-1000,3,3,2010-05-26 15:58:00,2011-10-07 12:11:00
13170.0,147,116.01000000000002,10,0-500,1,1,2011-11-13 12:19:00,2011-11-13 12:19:00
13171.0,227,426.8099999999999,7,0-500,5,5,2011-02-13 14:16:00,2011-12-01 15:06:00
13172.0,48,69.6,10,0-500,1,1,2010-11-04 15:10:00,2010-11-04 15:10:00
13173.0,1509,2327.700000000004,3,"1,001-5,000",11,11,2010-01-07 13:16:00,2011-12-05 15:51:00
13174.0,4178,8864.449999999979,1,"5,000-10,000",11,11,2010-01-28 17:13:00,2011-11-23 14:35:00
13175.0,196,484.7,7,0-500,2,2,2010-05-06 13:13:00,2010-06-03 19:13:00
13176.0,453,492.8400000000001,7,0-500,1,1,2011-10-24 15:43:00,2011-10-24 15:43:00
13177.0,180,512.2,7,501-1000,2,2,2010-10-05 10:35:00,2011-10-06 09:56:00
13178.0,8181,13379.099999999984,1,"10,000-20,000",24,24,2010-01-11 15:03:00,2011-11-13 16:14:00
13179.0,368,572.3100000000001,7,501-1000,1,1,2010-03-31 11:40:00,2010-03-31 11:40:00
13180.0,42,86.10000000000001,10,0-500,1,1,2010-04-11 13:37:00,2010-04-11 13:37:00
13181.0,171,359.69,8,0-500,1,1,2010-11-23 15:05:00,2010-11-23 15:05:00
13182.0,201,121.17999999999999,10,0-500,1,1,2011-10-25 13:46:00,2011-10-25 13:46:00
13183.0,4001,7010.880000000003,1,"5,000-10,000",18,18,2010-03-14 12:32:00,2011-12-02 10:30:00
13184.0,1662,1648.7900000000009,4,"1,001-5,000",12,12,2011-02-22 17:25:00,2011-11-25 12:02:00
13185.0,12,71.4,10,0-500,1,1,2011-03-17 11:56:00,2011-03-17 11:56:00
13186.0,804,1539.6900000000003,4,"1,001-5,000",5,5,2011-08-03 09:09:00,2011-10-31 11:40:00
13187.0,353,348.3099999999999,8,0-500,5,5,2010-03-25 17:18:00,2011-01-06 18:57:00
13188.0,25,114.60000000000001,10,0-500,1,1,2011-11-28 15:28:00,2011-11-28 15:28:00
13189.0,842,260.68,9,0-500,2,2,2011-08-16 13:12:00,2011-11-21 10:39:00
13190.0,248,371.65999999999997,8,0-500,3,3,2010-01-31 12:12:00,2010-06-13 15:47:00
13191.0,115,164.69000000000003,9,0-500,1,1,2010-02-19 17:02:00,2010-02-19 17:02:00
13192.0,1618,2544.5299999999993,3,"1,001-5,000",8,8,2010-01-22 08:37:00,2011-09-05 14:13:00
13193.0,50,117.88000000000001,10,0-500,1,1,2011-10-09 14:30:00,2011-10-09 14:30:00
13194.0,326,472.78,7,0-500,2,2,2010-10-14 11:54:00,2011-07-27 09:01:00
13195.0,83,172.38,9,0-500,1,1,2010-10-21 13:07:00,2010-10-21 13:07:00
13196.0,2004,3059.64,2,"1,001-5,000",8,8,2010-04-01 12:54:00,2011-11-28 13:54:00
13197.0,204,373.0100000000001,8,0-500,1,1,2010-04-09 09:14:00,2010-04-09 09:14:00
13198.0,3438,4912.279999999994,2,"1,001-5,000",12,12,2010-10-01 13:27:00,2011-11-29 15:17:00
13199.0,11818,16266.739999999989,1,"10,000-20,000",68,66,2010-01-08 12:05:00,2011-12-06 12:30:00
13200.0,516,870.09,5,501-1000,4,4,2011-08-05 14:50:00,2011-11-20 15:35:00
13201.0,1039,1240.6100000000001,4,"1,001-5,000",4,4,2010-03-07 11:01:00,2010-07-25 14:30:00
13202.0,463,1251.1500000000003,4,"1,001-5,000",7,8,2010-03-02 10:08:00,2010-11-26 12:05:00
13203.0,2039,2290.650000000001,3,"1,001-5,000",10,10,2010-03-18 16:20:00,2011-11-30 10:45:00
13205.0,256,2803.2,3,"1,001-5,000",1,1,2010-09-22 16:26:00,2010-09-22 16:26:00
13206.0,4596,5775.949999999999,1,"5,000-10,000",11,11,2010-01-04 12:57:00,2010-11-04 16:50:00
13207.0,178,535.86,7,501-1000,4,4,2010-04-06 16:37:00,2011-11-24 14:52:00
13208.0,1271,1909.3799999999999,3,"1,001-5,000",9,8,2010-06-24 18:06:00,2011-10-12 09:54:00
13209.0,5760,8438.060000000001,1,"5,000-10,000",16,16,2010-01-24 14:30:00,2011-11-09 13:54:00
13210.0,316,353.47999999999996,8,0-500,1,1,2011-09-07 08:18:00,2011-09-07 08:18:00
13211.0,1788,2493.479999999999,3,"1,001-5,000",9,9,2010-03-14 13:43:00,2011-11-29 14:43:00
13212.0,309,780.5799999999998,6,501-1000,4,4,2011-10-09 14:48:00,2011-11-30 15:12:00
13213.0,2952,3834.6199999999994,2,"1,001-5,000",14,14,2010-05-20 14:50:00,2011-10-14 11:42:00
13214.0,2966,3264.229999999994,2,"1,001-5,000",7,7,2010-03-03 14:10:00,2010-10-18 10:00:00
13215.0,96,81.6,10,0-500,1,1,2010-11-02 18:26:00,2010-11-02 18:26:00
13216.0,297,333.74,8,0-500,1,1,2011-03-17 12:18:00,2011-03-17 12:18:00
13217.0,364,266.1199999999999,8,0-500,6,6,2010-02-22 12:49:00,2011-08-09 15:32:00
13218.0,88,62.64,10,0-500,1,1,2011-08-04 16:59:00,2011-08-04 16:59:00
13219.0,11,76.23,10,0-500,1,1,2010-03-31 14:18:00,2010-03-31 14:18:00
13220.0,396,1336.09,4,"1,001-5,000",5,5,2010-05-13 10:35:00,2011-09-22 13:38:00
13221.0,244,847.4100000000001,5,501-1000,2,2,2010-12-15 13:24:00,2011-04-13 16:58:00
13222.0,30,88.5,10,0-500,1,1,2010-05-11 13:54:00,2010-05-11 13:54:00
13223.0,568,969.1200000000002,5,501-1000,6,6,2010-02-12 13:27:00,2011-05-23 13:03:00
13224.0,1512,2150.8499999999995,3,"1,001-5,000",3,3,2011-07-11 14:10:00,2011-10-10 15:00:00
13225.0,6655,14453.97,1,"10,000-20,000",16,16,2010-02-15 11:46:00,2011-12-06 13:29:00
13226.0,179,312.45999999999987,8,0-500,2,2,2010-11-11 13:46:00,2011-03-11 14:35:00
13227.0,99,257.7,9,0-500,1,1,2011-05-22 11:47:00,2011-05-22 11:47:00
13228.0,200,358.0,8,0-500,1,1,2011-09-19 14:28:00,2011-09-19 14:28:00
13229.0,63,160.95,9,0-500,1,1,2011-04-28 12:07:00,2011-04-28 12:07:00
13230.0,3514,6317.219999999992,1,"5,000-10,000",31,33,2010-03-18 20:02:00,2011-12-05 16:03:00
13231.0,-1,-355.2,10,Under Zero,1,1,2010-06-11 16:53:00,2010-06-11 16:53:00
13232.0,778,1357.6000000000015,4,"1,001-5,000",7,7,2011-04-10 13:48:00,2011-11-27 10:39:00
13233.0,1604,1176.4599999999998,5,"1,001-5,000",4,4,2010-01-14 14:10:00,2011-09-26 13:25:00
13234.0,41,118.10000000000001,10,0-500,1,1,2010-02-05 11:41:00,2010-02-05 11:41:00
13235.0,440,101.16999999999973,10,0-500,2,2,2011-05-11 17:13:00,2011-05-12 09:48:00
13236.0,411,727.2700000000001,6,501-1000,3,3,2011-08-25 08:58:00,2011-11-15 12:50:00
13237.0,128,642.9999999999999,6,501-1000,1,1,2010-11-17 10:07:00,2010-11-17 10:07:00
13238.0,440,986.7299999999993,5,501-1000,7,7,2010-04-28 15:02:00,2011-11-28 15:30:00
13239.0,1184,1579.8400000000006,4,"1,001-5,000",6,6,2010-07-25 13:34:00,2011-03-23 10:25:00
13240.0,846,1661.1699999999992,4,"1,001-5,000",9,9,2010-02-25 13:17:00,2011-09-04 14:08:00
13241.0,48,115.58000000000004,10,0-500,1,1,2010-10-24 11:17:00,2010-10-24 11:17:00
13242.0,350,699.3999999999996,6,501-1000,7,7,2010-02-09 13:12:00,2011-08-19 12:53:00
13243.0,579,1278.0399999999995,4,"1,001-5,000",5,5,2010-03-18 13:10:00,2011-05-20 13:14:00
13244.0,38,121.74000000000001,10,0-500,1,1,2011-09-08 11:46:00,2011-09-08 11:46:00
13245.0,371,989.2199999999999,5,501-1000,2,2,2010-10-03 14:03:00,2011-10-20 11:40:00
13246.0,2744,3277.679999999999,2,"1,001-5,000",14,14,2010-07-02 13:36:00,2011-11-21 16:50:00
13247.0,328,501.12,7,501-1000,4,4,2011-09-18 11:31:00,2011-11-22 10:59:00
13248.0,305,465.6799999999999,7,0-500,2,2,2011-06-03 13:05:00,2011-08-07 12:40:00
13249.0,1246,1608.9300000000005,4,"1,001-5,000",9,9,2010-01-24 12:11:00,2011-09-08 13:26:00
13250.0,106,248.54000000000002,9,0-500,3,3,2010-07-25 14:01:00,2010-09-13 10:43:00
13251.0,215,252.68000000000004,9,0-500,1,1,2010-11-02 13:20:00,2010-11-02 13:20:00
13252.0,128,341.30000000000007,8,0-500,3,3,2010-03-24 10:30:00,2010-11-10 16:00:00
13253.0,3015,2951.1099999999988,2,"1,001-5,000",4,4,2010-01-05 12:13:00,2011-07-06 10:09:00
13254.0,43,51.410000000000004,10,0-500,1,1,2010-11-28 15:42:00,2010-11-28 15:42:00
13255.0,514,895.6099999999999,5,501-1000,4,4,2010-07-15 13:20:00,2011-12-06 10:56:00
13256.0,12540,0.0,10,Under Zero,1,1,2011-11-25 15:57:00,2011-11-25 15:57:00
13257.0,29,117.95000000000002,10,0-500,3,3,2010-09-29 14:58:00,2010-10-08 12:27:00
13258.0,451,1035.18,5,"1,001-5,000",5,5,2010-11-04 12:45:00,2011-11-28 09:31:00
13259.0,517,1433.3800000000033,4,"1,001-5,000",9,9,2010-01-10 10:26:00,2011-10-09 10:48:00
13260.0,142,557.6200000000001,7,501-1000,1,1,2011-10-09 13:21:00,2011-10-09 13:21:00
13261.0,210,944.1,5,501-1000,2,2,2011-02-27 10:41:00,2011-03-16 12:22:00
13262.0,247,573.4499999999998,7,501-1000,3,3,2010-04-18 12:14:00,2011-03-21 15:06:00
13263.0,5390,8704.689999999966,1,"5,000-10,000",39,39,2010-10-22 17:07:00,2011-12-08 13:59:00
13264.0,375,722.56,6,501-1000,1,1,2010-09-23 12:42:00,2010-09-23 12:42:00
13265.0,1752,2107.6600000000008,3,"1,001-5,000",5,5,2011-03-11 09:54:00,2011-10-17 15:02:00
13266.0,6493,5669.750000000001,1,"5,000-10,000",29,29,2010-03-04 11:28:00,2011-11-28 14:39:00
13267.0,3809,8889.269999999997,1,"5,000-10,000",48,46,2010-01-06 09:45:00,2011-12-07 11:12:00
13268.0,3635,3167.639999999999,2,"1,001-5,000",15,15,2011-03-17 13:20:00,2011-11-22 11:51:00
13269.0,6009,8334.769999999995,1,"5,000-10,000",27,27,2010-02-25 15:13:00,2011-12-08 14:53:00
13270.0,400,1180.0,4,"1,001-5,000",1,1,2010-12-08 14:53:00,2010-12-08 14:53:00
13271.0,181,178.25999999999988,9,0-500,2,2,2011-11-02 14:31:00,2011-11-02 14:43:00
13272.0,96,276.56000000000006,8,0-500,2,2,2011-09-11 12:06:00,2011-11-08 14:00:00
13273.0,153,138.97999999999996,10,0-500,1,1,2011-08-18 14:02:00,2011-08-18 14:02:00
13274.0,199,360.85,8,0-500,1,1,2010-10-26 13:48:00,2010-10-26 13:48:00
13275.0,140,241.65999999999994,9,0-500,2,2,2010-03-17 14:05:00,2010-11-21 12:09:00
13276.0,853,1918.5599999999997,3,"1,001-5,000",7,7,2010-03-07 14:05:00,2011-10-07 12:44:00
13277.0,382,523.3,7,501-1000,7,7,2010-06-18 08:45:00,2011-11-24 09:21:00
13278.0,1355,1428.1999999999996,4,"1,001-5,000",5,5,2010-04-08 11:59:00,2011-10-30 11:49:00
13279.0,70,126.3,10,0-500,2,2,2011-09-22 17:24:00,2011-10-06 18:51:00
13280.0,1493,2297.130000000002,3,"1,001-5,000",8,8,2010-03-05 09:07:00,2011-08-09 13:14:00
13281.0,175,306.45,8,0-500,3,3,2010-04-27 11:00:00,2010-09-28 18:43:00
13282.0,392,1228.8899999999996,4,"1,001-5,000",7,7,2010-10-29 14:11:00,2011-11-21 15:33:00
13283.0,204,373.36,8,0-500,4,4,2010-03-09 14:36:00,2011-10-11 09:50:00
13284.0,79,196.15,9,0-500,2,2,2011-01-13 09:23:00,2011-01-21 10:25:00
13285.0,2457,3364.59,2,"1,001-5,000",6,6,2010-03-25 14:26:00,2011-11-16 13:19:00
13286.0,274,734.9100000000001,6,501-1000,1,1,2010-04-18 15:35:00,2010-04-18 15:35:00
13287.0,237,519.6700000000001,7,501-1000,7,7,2010-01-04 10:43:00,2010-05-05 13:10:00
13288.0,376,892.16,5,501-1000,6,6,2010-02-11 14:59:00,2010-09-22 16:32:00
13290.0,-1,-208.63,10,Under Zero,3,3,2010-09-27 11:30:00,2010-10-05 12:43:00
13291.0,1619,3320.8399999999965,2,"1,001-5,000",11,11,2010-02-11 18:36:00,2011-07-07 10:36:00
13292.0,514,987.79,5,501-1000,6,6,2010-07-01 14:36:00,2011-11-01 10:04:00
13293.0,555,1192.9399999999998,4,"1,001-5,000",6,6,2010-02-09 12:05:00,2010-11-12 13:28:00
13294.0,996,1689.5300000000002,4,"1,001-5,000",3,3,2010-03-03 12:54:00,2011-06-03 08:54:00
13295.0,698,1058.0200000000004,5,"1,001-5,000",9,9,2010-05-12 09:13:00,2010-12-15 11:21:00
13296.0,653,792.5099999999999,6,501-1000,6,6,2010-05-11 14:29:00,2011-07-25 13:46:00
13297.0,2693,4352.670000000001,2,"1,001-5,000",8,8,2010-06-15 12:35:00,2011-12-02 09:32:00
13298.0,96,360.0,8,0-500,1,1,2011-12-08 13:11:00,2011-12-08 13:11:00
13299.0,408,1173.3000000000002,5,"1,001-5,000",5,5,2010-06-29 11:30:00,2011-03-16 12:55:00
13300.0,447,1267.2099999999998,4,"1,001-5,000",5,5,2010-05-14 15:56:00,2011-06-28 11:59:00
13301.0,345,618.0899999999998,6,501-1000,4,4,2011-02-20 13:13:00,2011-08-28 11:25:00
13302.0,12,159.2,9,0-500,2,2,2010-07-01 12:32:00,2011-07-07 17:56:00
13303.0,26,61.72,10,0-500,1,1,2010-11-04 14:55:00,2010-11-04 14:55:00
13304.0,688,1120.7900000000004,5,"1,001-5,000",7,7,2010-02-08 12:42:00,2010-12-23 14:35:00
13305.0,2361,3754.7100000000037,2,"1,001-5,000",16,16,2010-03-10 14:49:00,2011-12-05 15:15:00
13306.0,74,53.65,10,0-500,1,1,2010-10-05 14:55:00,2010-10-05 14:55:00
13307.0,140,273.34,8,0-500,3,3,2010-04-26 13:28:00,2011-08-11 17:14:00
13308.0,1070,1652.47,4,"1,001-5,000",5,5,2010-04-22 09:22:00,2011-11-17 09:31:00
13309.0,1914,1706.369999999999,4,"1,001-5,000",6,6,2010-11-12 12:10:00,2011-12-02 16:34:00
13310.0,804,1492.800000000001,4,"1,001-5,000",8,8,2010-11-02 17:03:00,2011-12-01 08:23:00
13311.0,305,598.57,6,501-1000,2,2,2011-07-12 14:26:00,2011-12-05 12:55:00
13312.0,41,124.75,10,0-500,1,1,2010-09-14 14:36:00,2010-09-14 14:36:00
13313.0,1730,3047.880000000002,2,"1,001-5,000",12,12,2010-01-25 12:02:00,2011-11-17 16:48:00
13314.0,484,578.6600000000001,7,501-1000,4,4,2011-09-27 10:20:00,2011-12-08 12:29:00
13315.0,232,310.26,8,0-500,1,1,2010-01-19 15:34:00,2010-01-19 15:34:00
13316.0,21323,12906.929999999997,1,"10,000-20,000",12,12,2010-03-10 10:01:00,2011-11-02 13:40:00
13317.0,2823,5651.710999999997,1,"5,000-10,000",30,28,2010-02-17 14:47:00,2011-10-06 19:21:00
13318.0,304,640.76,6,501-1000,3,3,2011-11-02 13:26:00,2011-12-08 18:51:00
13319.0,8645,20445.32,1,"20,000-50,000",75,73,2010-01-10 14:21:00,2011-12-04 13:34:00
13320.0,1482,2160.9500000000007,3,"1,001-5,000",9,9,2010-08-18 10:29:00,2011-09-30 12:52:00
13321.0,372,567.36,7,501-1000,2,2,2011-09-14 15:18:00,2011-09-28 15:24:00
13322.0,117,199.48,9,0-500,1,1,2011-11-22 14:21:00,2011-11-22 14:21:00
13323.0,175,787.85,6,501-1000,5,5,2011-09-16 13:23:00,2011-12-06 17:12:00
13324.0,8430,10421.369999999999,1,"10,000-20,000",23,23,2010-05-25 10:23:00,2011-11-07 15:51:00
13325.0,240,675.3,6,501-1000,1,1,2011-09-19 10:36:00,2011-09-19 10:36:00
13326.0,140,281.76,8,0-500,1,1,2010-10-03 16:00:00,2010-10-03 16:00:00
13327.0,4030,8826.86999999999,1,"5,000-10,000",21,21,2010-01-24 13:54:00,2011-11-01 10:21:00
13328.0,680,1308.48,4,"1,001-5,000",1,1,2011-01-27 15:22:00,2011-01-27 15:22:00
13329.0,3171,4642.37,2,"1,001-5,000",13,13,2010-07-30 14:15:00,2011-11-08 10:29:00
13330.0,1975,2806.180000000002,2,"1,001-5,000",6,6,2010-02-23 10:12:00,2011-09-08 12:27:00
13331.0,54,262.40000000000003,8,0-500,1,1,2010-11-03 08:04:00,2010-11-03 08:04:00
13332.0,179,350.9,8,0-500,1,1,2011-11-25 13:30:00,2011-11-25 13:30:00
13333.0,685,1015.7399999999999,5,"1,001-5,000",3,3,2010-02-19 09:26:00,2010-10-24 13:24:00
13334.0,3226,6256.999999999997,1,"5,000-10,000",6,6,2010-02-25 10:49:00,2011-09-18 15:21:00
13335.0,-1,-955.06,10,Under Zero,1,1,2010-06-17 14:54:00,2010-06-17 14:54:00
13336.0,559,795.12,6,501-1000,1,1,2011-09-23 14:05:00,2011-09-23 14:05:00
13337.0,955,1548.55,4,"1,001-5,000",2,2,2010-06-11 13:27:00,2010-07-09 11:53:00
13338.0,1126,2223.6200000000003,3,"1,001-5,000",10,10,2010-01-05 12:25:00,2011-07-08 14:53:00
13339.0,326,860.1200000000002,5,501-1000,1,1,2011-05-23 08:31:00,2011-05-23 08:31:00
13340.0,9636,22100.559999999998,1,"20,000-50,000",12,12,2010-02-22 14:54:00,2011-10-25 13:15:00
13341.0,301,775.8499999999999,6,501-1000,1,1,2011-03-24 09:50:00,2011-03-24 09:50:00
13342.0,-4,-14.100000000000001,10,Under Zero,1,1,2010-05-06 16:44:00,2010-05-06 16:44:00
13343.0,126,303.93,8,0-500,2,2,2011-06-15 12:24:00,2011-06-20 11:37:00
13344.0,971,2543.720000000002,3,"1,001-5,000",3,3,2011-03-07 10:28:00,2011-10-03 09:45:00
13345.0,139,377.6000000000001,8,0-500,2,2,2011-02-25 09:01:00,2011-03-08 08:34:00
13346.0,180,299.40000000000003,8,0-500,6,6,2010-04-22 12:34:00,2010-09-03 11:41:00
13347.0,205,341.36,8,0-500,1,1,2011-09-30 13:28:00,2011-09-30 13:28:00
13348.0,136,233.76,9,0-500,1,1,2011-10-06 17:28:00,2011-10-06 17:28:00
13349.0,225,247.31999999999996,9,0-500,1,1,2011-11-29 08:07:00,2011-11-29 08:07:00
13350.0,284,910.7199999999998,5,501-1000,3,3,2011-09-21 13:33:00,2011-11-23 16:33:00
13351.0,117,373.94,8,0-500,1,1,2011-10-04 12:55:00,2011-10-04 12:55:00
13352.0,315,389.2800000000001,8,0-500,2,2,2011-10-10 13:55:00,2011-12-02 11:58:00
13353.0,-3,-28.849999999999998,10,Under Zero,1,1,2010-11-16 11:14:00,2010-11-16 11:14:00
13354.0,604,743.5300000000003,6,501-1000,1,1,2011-09-29 13:17:00,2011-09-29 13:17:00
13355.0,314,674.7,6,501-1000,1,1,2011-08-09 14:48:00,2011-08-09 14:48:00
13356.0,325,768.2400000000001,6,501-1000,1,1,2011-09-20 14:33:00,2011-09-20 14:33:00
13357.0,2142,3838.3599999999997,2,"1,001-5,000",5,5,2010-03-22 14:30:00,2011-03-27 13:56:00
13358.0,285,439.03000000000003,7,0-500,1,1,2011-03-16 11:52:00,2011-03-16 11:52:00
13359.0,374,1001.9600000000002,5,"1,001-5,000",4,4,2010-11-01 15:05:00,2011-10-11 16:48:00
13360.0,932,1464.1000000000006,4,"1,001-5,000",7,6,2010-01-08 11:16:00,2010-10-07 19:28:00
13361.0,324,1450.5000000000002,4,"1,001-5,000",2,2,2010-04-01 07:49:00,2010-08-24 14:56:00
13362.0,2469,5357.57,1,"5,000-10,000",10,10,2010-10-10 15:27:00,2011-12-06 13:57:00
13363.0,1146,1723.8600000000004,4,"1,001-5,000",3,3,2010-10-26 11:07:00,2011-11-22 12:40:00
13364.0,0,2.1316282072803006e-14,10,0-500,2,2,2011-09-29 18:13:00,2011-10-04 09:48:00
13365.0,1236,2164.3200000000015,3,"1,001-5,000",4,4,2010-11-11 17:24:00,2011-12-01 08:39:00
13366.0,144,56.160000000000004,10,0-500,1,1,2011-10-20 13:37:00,2011-10-20 13:37:00
13367.0,253,510.2,7,501-1000,1,1,2010-10-04 10:00:00,2010-10-04 10:00:00
13368.0,594,1086.1000000000001,5,"1,001-5,000",5,5,2010-10-12 10:43:00,2011-03-28 09:59:00
13369.0,276,572.03,7,501-1000,2,2,2010-12-09 11:30:00,2010-12-20 14:02:00
13370.0,672,1442.640000000001,4,"1,001-5,000",2,2,2010-12-03 10:26:00,2010-12-08 15:57:00
13371.0,1016,2271.460000000001,3,"1,001-5,000",4,4,2010-03-17 15:29:00,2010-07-29 12:44:00
13372.0,159,378.64,8,0-500,1,1,2011-09-11 12:46:00,2011-09-11 12:46:00
13373.0,3927,6838.769999999994,1,"5,000-10,000",5,5,2010-03-28 16:17:00,2011-10-10 10:51:00
13374.0,135,422.80000000000007,7,0-500,2,2,2010-09-16 10:29:00,2010-10-21 10:04:00
13375.0,1123,1786.4800000000002,3,"1,001-5,000",3,3,2010-09-21 08:12:00,2011-09-19 16:01:00
13376.0,493,1019.7600000000003,5,"1,001-5,000",3,3,2011-04-19 13:03:00,2011-09-01 16:16:00
13377.0,744,1495.4300000000003,4,"1,001-5,000",4,4,2010-03-04 10:06:00,2010-11-08 12:20:00
13378.0,-1,-756.4,10,Under Zero,1,1,2010-10-13 11:52:00,2010-10-13 11:52:00
13379.0,601,572.5599999999997,7,501-1000,3,3,2011-07-26 12:26:00,2011-11-13 13:45:00
13380.0,48,62.4,10,0-500,1,1,2010-10-03 10:18:00,2010-10-03 10:18:00
13381.0,5109,8183.869999999997,1,"5,000-10,000",13,13,2010-02-16 10:45:00,2011-11-18 16:59:00
13382.0,740,1132.5400000000002,5,"1,001-5,000",4,4,2010-03-15 09:11:00,2011-03-04 10:03:00
13383.0,288,305.28000000000003,8,0-500,1,1,2010-06-14 11:45:00,2010-06-14 11:45:00
13384.0,4130,6635.089999999998,1,"5,000-10,000",15,15,2010-07-27 12:22:00,2011-11-09 11:04:00
13385.0,281,534.5700000000002,7,501-1000,1,1,2011-01-14 09:52:00,2011-01-14 09:52:00
